pl_name,period,radius,depth,star_temp,star_radius,insolation,label_raw,source,label,log_period,log_insolation,radius_star_ratio,density_proxy,planet_temp_estimate
K04212.02,10.0989634,1.03,57.0,6174.0,1.318,251.36,CANDIDATE,Kepler,-1.0,2.4068517165700274,5.530856639502609,0.7814871016691958,0.22045469845873167,4987.362474889642
K04213.01,3.67515329,0.71,56.0,5968.0,0.881,414.64,FALSE POSITIVE,Kepler,0.0,1.5422619515079057,6.029819500984446,0.8059023836549375,0.2981316222704345,6533.772997996153
K04214.01,0.715825886,0.58,40.6,5640.0,0.909,3196.46,FALSE POSITIVE,Kepler,0.0,0.5398945308828806,8.070112023601489,0.638063806380638,0.7248081375148098,14211.5794724527
K04215.01,26.5487294,2.54,142.0,5456.0,2.154,115.61,CONFIRMED,Kepler,1.0,3.3159564147531593,4.758835033532241,1.179201485608171,0.28541133874595,3475.044279684539
K04216.01,0.492291661,3.42,1107.6,4971.0,0.718,2415.37,FALSE POSITIVE,Kepler,0.0,0.40031296592117727,7.790021693024465,4.763231197771588,5.485435589339199,13423.932131752847
K07654.01,1.6911935,6.36,2801.0,5780.0,1.0,1292.5,FALSE POSITIVE,Kepler,0.0,0.9899847755141459,7.165107001626084,6.36,4.480518227646538,9938.393546334839
K04284.01,2.42803503,0.85,73.8,6609.0,0.974,1249.87,FALSE POSITIVE,Kepler,0.0,1.2319872194697863,7.131594588200673,0.8726899383983573,0.4705245560617758,9359.933396754237
K04285.01,372.94844,1.34,253.5,5763.0,0.827,0.7,FALSE POSITIVE,Kepler,0.0,5.924117926948269,0.5306282510621704,1.6203143893591296,0.025862605093066003,606.8229243886366
K04286.01,0.787120016,23.81,265.5,6112.0,0.787,3579.78,FALSE POSITIVE,Kepler,0.0,0.5806053945264834,8.18333593275795,30.25412960609911,27.929645568870978,13665.80551355453
K04287.01,13.12297275,1.29,43.7,6134.0,1.665,266.05,CANDIDATE,Kepler,-1.0,2.647802744608325,5.587435906785779,0.7747747747747747,0.2318648373866183,4885.621061847343
K04288.01,6.28384079,0.73,35.7,5888.0,1.227,356.49,CONFIRMED,Kepler,1.0,1.9856583041306015,5.879107389714866,0.5949470252648736,0.2143743125768408,5817.849713026073
K04355.02,21.131609,0.94,73.5,5780.0,1.0,44.45,FALSE POSITIVE,Kepler,0.0,3.0970068581528936,3.816612820623488,0.94,0.12298141228762462,2811.5548302898383
K04355.03,81.675841,1.31,143.4,5780.0,1.0,7.33,FALSE POSITIVE,Kepler,0.0,4.414927431177776,2.1198634561787513,1.31,0.06958926010751429,1430.098769876108
K04355.04,28.5463574,1.35,153.3,5780.0,1.0,29.76,FALSE POSITIVE,Kepler,0.0,3.385960467218322,3.4262151446374434,1.35,0.14453287311011984,2419.0090389427155
K02590.02,22.7909233,1.38,53.6,6311.0,1.642,130.75,CANDIDATE,Kepler,-1.0,3.1693041339863095,4.880906187421472,0.8404384896467723,0.1716739790686068,3787.8153436693756
K04355.05,72.563291,1.99,332.3,5780.0,1.0,8.58,FALSE POSITIVE,Kepler,0.0,4.2981461377239425,2.259677591982769,1.99,0.11438658531311922,1517.2402486571373
K04356.01,174.510276,1.74,1530.0,4367.0,0.452,0.28,CONFIRMED,Kepler,1.0,5.16769759389833,0.2468600779315258,3.849557522123894,0.0557188201149202,496.96626476045424
K04357.01,0.681180633,2.97,156.4,4939.0,2.377,14116.16,CANDIDATE,Kepler,-1.0,0.5194963043346726,9.555146357672774,1.2494741270509047,3.8363208436662015,20630.391675316332
K04422.01,15.705388,3.3,283.7,7454.0,1.853,459.41,FALSE POSITIVE,Kepler,0.0,2.8157313021178556,6.132117396855113,1.7808958445763625,0.526196748121879,5725.161804462405
K04423.01,7.65270746,3.21,641.1,6328.0,0.963,226.81,FALSE POSITIVE,Kepler,0.0,2.1578722731252147,5.4285119482058635,3.3333333333333335,0.8265991565956222,5019.460723362277
K04424.01,2.27164952,0.97,82.4,6274.0,1.062,1269.46,CONFIRMED,Kepler,1.0,1.185294298088863,7.14713431859675,0.9133709981167607,0.5613204301679714,9592.263740194454
K04425.01,3.84835742,0.77,84.2,5709.0,0.798,288.62,FALSE POSITIVE,Kepler,0.0,1.5786399712969656,5.668569718900456,0.9649122807017544,0.31355023070656146,5813.113338102511
K04426.01,369.13236,2.14,215.9,6282.0,1.449,2.73,CANDIDATE,Kepler,-1.0,5.913860671397976,1.3164082336557241,1.47688060731539,0.041587137388984306,880.087934923793
K04217.01,1.0388961,114.1,600.8,7043.0,1.45,9145.54,FALSE POSITIVE,Kepler,0.0,0.7124085339428466,9.12113094467932,78.6896551724138,111.23400314922162,18605.469500114625
K04218.01,293.76887,1.97,462.0,6074.0,0.847,1.28,FALSE POSITIVE,Kepler,0.0,5.686191557724499,0.8241754429663494,2.3258559622195984,0.04457886884049246,729.2872292089646
K04219.01,1.87885327,0.97,120.9,5851.0,0.863,922.49,FALSE POSITIVE,Kepler,0.0,1.0573920447181877,6.828159971210337,1.1239860950173812,0.6370543579177199,8866.94604171561
K04220.01,0.785473311,1.61,339.6,5356.0,0.871,2325.64,FALSE POSITIVE,Kepler,0.0,0.5796835403069329,7.7521804457045755,1.8484500574052813,1.891203461023292,12611.563515976279
K04221.01,5.2438982,1.24,162.2,5804.0,0.927,262.14,FALSE POSITIVE,Kepler,0.0,1.8316046988687742,5.572686209937692,1.33764832793959,0.4108205727673273,5456.638048109932
K04288.02,9.08745206,0.73,35.1,5888.0,1.227,217.95,CANDIDATE,Kepler,-1.0,2.311292281168418,5.388843393247408,0.5949470252648736,0.1676337414630499,4837.868043348834
K04289.01,441.877824,39.55,1300.0,4437.0,0.635,0.15,FALSE POSITIVE,Kepler,0.0,6.093293939682382,0.1397619423751587,62.283464566929126,0.681728865908087,376.10593802120457
K07655.01,2.9761504,1.02,259.5,4236.0,0.664,102.54,FALSE POSITIVE,Kepler,0.0,1.3803141150406768,4.639958011473755,1.536144578313253,0.49298108396117873,4474.016238283998
K02529.02,64.0019669,2.48,1112.5,4652.0,0.697,2.55,CONFIRMED,Kepler,1.0,4.174417529437813,1.2669476034873244,3.558106169296987,0.15499682435737192,1085.536515288935
K04290.01,4.83809469,0.79,1544.0,3187.0,0.2,3.7,CONFIRMED,Kepler,1.0,1.7644044918961388,1.547562508716013,3.95,0.27617064566053073,1448.9215822852957
K04291.01,361.91436,1.84,228.2,6247.0,1.147,1.84,FALSE POSITIVE,Kepler,0.0,5.89416688356566,1.0438040521731147,1.6041848299912815,0.036231024340249315,786.3851602414368
K04292.01,9.3281912,0.59,45.2,5525.0,0.888,91.02,CONFIRMED,Kepler,1.0,2.334877166153772,4.522005944727322,0.6644144144144144,0.13314362760543744,3811.7556068727035
K04358.01,106.957467,2.4,539.6,6075.0,0.969,5.7,CANDIDATE,Kepler,-1.0,4.681737325481079,1.9021075263969205,2.476780185758514,0.10651329884744586,1292.967528945371
K04359.01,0.629001455,0.81,14.7,6739.0,2.059,30567.67,FALSE POSITIVE,Kepler,0.0,0.4879672228055129,10.327730907232516,0.39339485186983975,1.1033600424394352,27263.575232955205
K04360.01,2.71603664,1.05,98.5,6011.0,1.041,807.43,CONFIRMED,Kepler,1.0,1.3126576809675676,6.695094095182309,1.0086455331412105,0.5393850223775807,8321.263656359397
K04361.01,75.8781344,3.39,1054.0,5579.0,0.972,7.18,CANDIDATE,Kepler,-1.0,4.342221497978425,2.1016921506146558,3.4876543209876547,0.1891422721656882,1411.9397787226364
